Código Ámbito,Ámbito,Código área,Área,Código Elemento,Elemento,Código Producto,Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),157,"Azucar, remolacha",2015,2015,1000 Int. $,100161,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),157,"Azucar, remolacha",2016,2016,1000 Int. $,80373,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),157,"Azucar, remolacha",2017,2017,1000 Int. $,86272,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),157,"Azucar, remolacha",2018,2018,1000 Int. $,114724,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),157,"Azucar, remolacha",2019,2019,1000 Int. $,64810,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),157,"Azucar, remolacha",2015,2015,1000 US$,90851,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),157,"Azucar, remolacha",2016,2016,1000 US$,72866,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),157,"Azucar, remolacha",2017,2017,1000 US$,85393,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),157,"Azucar, remolacha",2018,2018,1000 US$,111008,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),157,"Azucar, remolacha",2015,2015,1000 US$,136188,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),157,"Azucar, remolacha",2016,2016,1000 US$,119289,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),157,"Azucar, remolacha",2017,2017,1000 US$,125575,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),157,"Azucar, remolacha",2018,2018,1000 US$,151812,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),486,Bananos,2015,2015,1000 Int. $,6726963,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),486,Bananos,2016,2016,1000 Int. $,6411203,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),486,Bananos,2017,2017,1000 Int. $,5718584,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),486,Bananos,2018,2018,1000 Int. $,6070057,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),486,Bananos,2019,2019,1000 Int. $,6255281,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),486,Bananos,2015,2015,1000 US$,6863732,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),486,Bananos,2016,2016,1000 US$,7685440,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),486,Bananos,2017,2017,1000 US$,7006901,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),486,Bananos,2018,2018,1000 US$,6363445,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),486,Bananos,2015,2015,1000 US$,8239342,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),486,Bananos,2016,2016,1000 US$,7966546,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),486,Bananos,2017,2017,1000 US$,7099913,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),486,Bananos,2018,2018,1000 US$,7584634,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),122,"Batatas, boniatos",2015,2015,1000 Int. $,287809,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),122,"Batatas, boniatos",2016,2016,1000 Int. $,300544,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),122,"Batatas, boniatos",2017,2017,1000 Int. $,322171,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),122,"Batatas, boniatos",2018,2018,1000 Int. $,318128,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),122,"Batatas, boniatos",2019,2019,1000 Int. $,337797,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),122,"Batatas, boniatos",2015,2015,1000 US$,308648,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),122,"Batatas, boniatos",2016,2016,1000 US$,323642,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),122,"Batatas, boniatos",2017,2017,1000 US$,423225,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),122,"Batatas, boniatos",2018,2018,1000 US$,339135,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),122,"Batatas, boniatos",2015,2015,1000 US$,395813,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),122,"Batatas, boniatos",2016,2016,1000 US$,411036,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),122,"Batatas, boniatos",2017,2017,1000 US$,442808,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),122,"Batatas, boniatos",2018,2018,1000 US$,427076,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),558,Bayas nep,2015,2015,1000 Int. $,9703,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),558,Bayas nep,2016,2016,1000 Int. $,8924,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),558,Bayas nep,2017,2017,1000 Int. $,8733,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),558,Bayas nep,2018,2018,1000 Int. $,8631,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),558,Bayas nep,2019,2019,1000 Int. $,8589,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),558,Bayas nep,2015,2015,1000 US$,10553,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),558,Bayas nep,2016,2016,1000 US$,10448,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),558,Bayas nep,2017,2017,1000 US$,7593,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),558,Bayas nep,2018,2018,1000 US$,6783,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),558,Bayas nep,2015,2015,1000 US$,10767,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),558,Bayas nep,2016,2016,1000 US$,9902,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),558,Bayas nep,2017,2017,1000 US$,9691,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),558,Bayas nep,2018,2018,1000 US$,9578,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),399,Berenjenas,2015,2015,1000 Int. $,16950,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),399,Berenjenas,2016,2016,1000 Int. $,19504,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),399,Berenjenas,2017,2017,1000 Int. $,18530,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),399,Berenjenas,2018,2018,1000 Int. $,21091,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),399,Berenjenas,2019,2019,1000 Int. $,21980,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),399,Berenjenas,2015,2015,1000 US$,34100,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),399,Berenjenas,2016,2016,1000 US$,35280,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),399,Berenjenas,2017,2017,1000 US$,40315,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),399,Berenjenas,2018,2018,1000 US$,43452,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),399,Berenjenas,2015,2015,1000 US$,57914,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),399,Berenjenas,2016,2016,1000 US$,65982,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),399,Berenjenas,2017,2017,1000 US$,59586,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),399,Berenjenas,2018,2018,1000 US$,70577,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),661,"Cacao, en grano",2015,2015,1000 Int. $,936768,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),661,"Cacao, en grano",2016,2016,1000 Int. $,864740,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),661,"Cacao, en grano",2017,2017,1000 Int. $,1010029,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),661,"Cacao, en grano",2018,2018,1000 Int. $,1085783,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),661,"Cacao, en grano",2019,2019,1000 Int. $,1194069,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),661,"Cacao, en grano",2015,2015,1000 US$,1195861,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),661,"Cacao, en grano",2016,2016,1000 US$,1153092,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),661,"Cacao, en grano",2017,2017,1000 US$,1162396,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),661,"Cacao, en grano",2018,2018,1000 US$,1263105,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),661,"Cacao, en grano",2015,2015,1000 US$,1526567,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),661,"Cacao, en grano",2016,2016,1000 US$,1469651,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),661,"Cacao, en grano",2017,2017,1000 US$,1717889,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),661,"Cacao, en grano",2018,2018,1000 US$,1805470,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),656,"Café, verde",2015,2015,1000 Int. $,7949668,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),656,"Café, verde",2016,2016,1000 Int. $,8771574,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),656,"Café, verde",2017,2017,1000 Int. $,8274543,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),656,"Café, verde",2018,2018,1000 Int. $,10072975,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),656,"Café, verde",2019,2019,1000 Int. $,9086609,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),656,"Café, verde",2015,2015,1000 US$,7893898,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),656,"Café, verde",2016,2016,1000 US$,8816541,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),656,"Café, verde",2017,2017,1000 US$,8569143,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),656,"Café, verde",2018,2018,1000 US$,8463533,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),656,"Café, verde",2015,2015,1000 US$,9013910,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),656,"Café, verde",2016,2016,1000 US$,9946121,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),656,"Café, verde",2017,2017,1000 US$,9373761,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),656,"Café, verde",2018,2018,1000 US$,11415217,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),394,"Calabazas, zapayo, calabaza confitera",2015,2015,1000 Int. $,261559,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),394,"Calabazas, zapayo, calabaza confitera",2016,2016,1000 Int. $,262495,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),394,"Calabazas, zapayo, calabaza confitera",2017,2017,1000 Int. $,258068,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),394,"Calabazas, zapayo, calabaza confitera",2018,2018,1000 Int. $,264955,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),394,"Calabazas, zapayo, calabaza confitera",2019,2019,1000 Int. $,272751,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),394,"Calabazas, zapayo, calabaza confitera",2015,2015,1000 US$,359684,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),394,"Calabazas, zapayo, calabaza confitera",2016,2016,1000 US$,346397,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),394,"Calabazas, zapayo, calabaza confitera",2017,2017,1000 US$,297227,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),394,"Calabazas, zapayo, calabaza confitera",2018,2018,1000 US$,303256,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),394,"Calabazas, zapayo, calabaza confitera",2015,2015,1000 US$,407625,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),394,"Calabazas, zapayo, calabaza confitera",2016,2016,1000 US$,421657,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),394,"Calabazas, zapayo, calabaza confitera",2017,2017,1000 US$,414273,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),394,"Calabazas, zapayo, calabaza confitera",2018,2018,1000 US$,417042,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),777,"Cáñamo, estopa y desechos",2015,2015,1000 Int. $,2134,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),777,"Cáñamo, estopa y desechos",2016,2016,1000 Int. $,2115,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),777,"Cáñamo, estopa y desechos",2017,2017,1000 Int. $,2103,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),777,"Cáñamo, estopa y desechos",2018,2018,1000 Int. $,2095,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),777,"Cáñamo, estopa y desechos",2019,2019,1000 Int. $,2089,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),336,Cañamón,2015,2015,1000 Int. $,2437,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),336,Cañamón,2016,2016,1000 Int. $,2454,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),336,Cañamón,2017,2017,1000 Int. $,2482,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),336,Cañamón,2018,2018,1000 Int. $,2510,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),336,Cañamón,2019,2019,1000 Int. $,2538,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),1185,Capullos devanables,2015,2015,1000 Int. $,12914,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),1185,Capullos devanables,2016,2016,1000 Int. $,12265,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),1185,Capullos devanables,2017,2017,1000 Int. $,13056,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),1185,Capullos devanables,2018,2018,1000 Int. $,13125,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,152,Producción Bruta 2014-2016 (miles I$),1185,Capullos devanables,2019,2019,1000 Int. $,13133,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),1185,Capullos devanables,2015,2015,1000 US$,6362,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),1185,Capullos devanables,2016,2016,1000 US$,6783,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),1185,Capullos devanables,2017,2017,1000 US$,7475,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,57,Producción Bruta (miles US$),1185,Capullos devanables,2018,2018,1000 US$,5614,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
QV,Valor de la Producción Agrícola,5207,América del Sur,58,Gross Production Value (constant 2014-2016 thousand US$),1185,Capullos devanables,2015,2015,1000 US$,8729,A,"Agregado, puede incluir datos oficiales, semi-oficiales, estimados o calculados"
